Word,Segment,onset,offset,Order,LogFreq,LogFreq_Prev,LogFreq_Next,SndPower,Length,Position,Sentence,IsLexical,NGRAM,RNN,CFG
on,2,7.541223402,8.034012,197,15.08,6.41,8.65,3.6531e-09,0.492788598000004,30,8,0,4.505597514,5.11231602593659,6.77694432629022
Alice,2,8.467782402,8.931971,198,8.65,15.08,11.5,3.6725e-09,0.464188598000005,31,8,1,6.344583688,5.803482390663,3.04063997910657
started,2,8.946694402,9.351018,199,11.5,8.65,16.35,3.9317e-09,0.404323597999996,32,8,1,1.228645003,2.52913911218699,1.74502488630562
to,2,9.365741402,9.54258299999999,200,16.35,11.5,13.3,3.6957e-09,0.176841597999994,33,8,0,3.610238234,4.28132037480413,4.66950262125686
her,2,9.557306402,9.681465,201,13.3,16.35,10.6,3.6176e-09,0.124158598000003,34,8,0,6.938311896,5.96939373032708,7.3021151629623
feet,2,9.696188402,10.04544,202,10.6,13.3,15.42,3.7021e-09,0.349251597999999,35,8,1,2.001445068,2.82982418378344,4.33891262718458
for,2,10.1080544,10.310964,203,15.42,10.6,15.37,3.6096e-09,0.202909599999998,36,8,0,2.771962967,2.45867968720522,2.1628486615555
it,2,10.3256874,10.427843,204,15.37,15.42,6.98,3.9199e-09,0.102155599999996,37,8,0,2.23092386,2.20656079282122,1.14276156670115
flashed,2,10.4425664,10.835644,205,6.98,15.37,11.04,4.0765e-09,0.393077600000002,38,8,1,1.219911654,1.34151377656875,1.85696711848754
across,2,10.8503674,11.29061,206,11.04,6.98,13.3,4.1897e-09,0.440242600000001,39,8,0,3.166598059,3.24782140712534,3.83149957879359
her,2,11.3053334,11.362447,207,13.3,11.04,11.78,3.5104e-09,0.0571136000000028,40,8,0,4.255190574,3.71489962155423,7.20526398441768
mind,2,11.3771704,11.865304,208,11.78,13.3,15.48,3.9664e-09,0.488133599999994,41,8,1,0.644822784,0.528259753794942,3.38744462025354
that,2,12.1913204,12.300328,209,15.48,11.78,13.1,4.0727e-09,0.109007599999993,42,8,0,2.822781823,1.91991199646024,2.16653660891518
she,2,12.3150514,12.413114,210,13.1,15.48,13.53,3.7388e-09,0.0980625999999933,43,8,0,2.421403217,2.32813897416343,1.10395227101244
d,2,12.4278374,12.520772,211,13.53,13.1,12.62,3.7646e-09,0.0929345999999942,44,8,0,1.219911654,1.31179954903059,1.85882128572947
never,2,12.5354954,12.894136,212,12.62,13.53,12.75,3.4661e-09,0.358640600000003,45,8,1,2.449772483,2.39013189564397,4.37060288834774
before,2,12.9096874,13.306232,213,12.75,12.62,11.99,3.7713e-09,0.396544599999995,46,8,1,2.471248748,2.74562287334245,3.2661128236871
seen,2,13.3209554,13.735871,214,11.99,12.75,16.18,4.1508e-09,0.414915600000002,47,8,1,4.976181848,5.56640603197327,3.72543338156154
a,2,13.7505944,13.816869,215,16.18,11.99,8.66,3.8486e-09,0.0662745999999963,48,8,0,3.13894633,3.31025570810947,4.40040223387961
rabbit,2,13.8315924,14.188025,216,8.66,16.18,14.97,3.952e-09,0.356432599999996,49,8,1,1.28523737,1.15049463096188,4.13935633710295
with,2,14.2027484,14.35666,217,14.97,8.66,12.17,4.2986e-09,0.15391159999999,50,8,0,1.877723178,1.97415195901964,2.20018645168266
either,2,14.3713834,14.74165,218,12.17,14.97,16.18,3.5564e-09,0.370266599999994,51,8,0,6.251470043,5.47740038901597,2.88605421324805
a,2,14.7563734,14.842296,219,16.18,12.17,4.078,3.8726e-09,0.0859225999999911,52,8,0,3.569112764,4.03586549481444,5.2180061115703
waistcoat,2,14.8570194,15.277549,220,4.078,16.18,9.28,3.6932e-09,0.420529599999993,53,8,1,1.110377719,1.2261683371299,4.04505962259503
pocket,2,15.2922724,15.828297,221,9.28,4.078,14.78,3.7684e-09,0.536024599999992,54,8,1,0,0,0
or,2,15.8430204,16.110249,222,14.78,9.28,16.18,3.4369e-09,0.267228599999996,55,8,0,3.148749339,3.204913739336,8.71113765666547
a,2,16.1249724,16.163535,223,16.18,14.78,10.95,3.6349e-09,0.0385625999999952,56,8,0,2.668866929,3.00162157687906,4.33600984324232
watch,2,16.1782584,16.57061,224,10.95,16.18,16.35,3.5201e-09,0.392351600000001,57,8,1,1.559439281,1.32367159898277,3.43305872767689
to,2,16.5853334,16.690338,225,16.35,10.95,12.71,3.8123e-09,0.105004599999997,58,8,0,5.33318946,5.26123486055575,3.11771425415003
take,2,16.7050614,16.965712,226,12.71,16.35,13.9,3.7152e-09,0.260650599999995,59,8,1,0.66195729,0.742161476218786,2.56350455047572
out,2,16.9804354,17.166919,227,13.9,12.71,16.21,3.9769e-09,0.186483599999992,60,8,0,3.573364832,4.77892048426367,6.83876628929823
of,2,17.1816424,17.302196,228,16.21,13.9,15.37,4.0314e-09,0.120553599999994,61,8,0,1.619197446,1.973202716298,2.31941685886636
it,2,17.3169194,17.540406,229,15.37,16.21,16.19,3.7675e-09,0.223486600000005,62,8,0,3.201116214,2.25105829216532,1.44100699472085
and,2,18.0100954,18.258774,230,16.19,15.37,9.2,3.93e-09,0.248678600000002,1,9,0,3.973424633,4.30255040521512,8.68860462697074
burning,2,18.2734974,18.641903,231,9.2,16.19,14.97,3.6628e-09,0.368405599999999,2,9,1,4.294090352,4.86865643349713,3.69134011987819
with,2,18.6566264,18.802522,232,14.97,9.2,8.44,3.8532e-09,0.145895599999996,3,9,0,1.866514992,2.55553876243915,3.52590099709357
curiosity,2,18.8172454,19.803263,233,8.44,14.97,13.1,3.8072e-09,0.9860176,4,9,1,3.929541963,3.94379139910502,3.38798518545667
she,2,20.0813884,20.282175,234,13.1,8.44,10.34,1.3485e-05,0.200786599999994,5,9,0,2.900916894,3.37436666116922,1.46441876478002
ran,2,20.2968984,20.533604,235,10.34,13.1,11.04,0.013633,0.236705599999997,6,9,1,1.107378018,1.66826263990294,1.86595078229623
across,2,20.5483274,20.928706,236,11.04,10.34,16.96,0.0010092,0.38037859999999,7,9,0,3.166598059,3.20512101502101,3.71954827171845
the,2,20.9434294,21.024488,237,16.96,11.04,11.29,0.0015001,0.0810585999999915,8,9,0,1.255200496,1.11996502318339,3.95009388303378
field,2,21.0392114,21.395644,238,11.29,16.96,12.93,0.0051709,0.356432600000005,9,9,1,0.824339779,0.913643753336773,3.42410874152744
after,2,21.4103674,21.851849,239,12.93,11.29,15.37,0.00026576,0.441481600000003,10,9,1,1.877723178,1.8959369816372,2.16526353790192
it,2,21.8665724,21.994284,240,15.37,12.93,16.19,0.00016924,0.127711599999994,11,9,0,2.421403217,2.35554355238138,1.11867057121497
and,2,22.4041094,22.583024,241,16.19,15.37,8.927,0.00012202,0.178914599999995,1,10,0,3.973424633,4.59612901365015,8.74620422801001
fortunately,2,22.5977474,23.359182,242,8.927,16.19,14.56,0.0069663,0.761434600000005,2,10,NaN,5.043351234,6.09888619479846,3.36644883694134
was,2,23.5894154,23.850066,243,14.56,8.927,13.84,0.0086673,0.260650599999998,3,10,0,3.175441032,3.2094558759205,1.81768792974952
just,2,23.8647894,24.233195,244,13.84,14.56,15.9,0.0094276,0.368405599999996,4,10,1,2.757775012,3.01534946535426,4.2014504088022
in,2,24.2479184,24.364896,245,15.9,13.84,13.58,0.0030227,0.116977600000002,5,10,0,3.319243977,2.61639662437716,3.14827112943106
time,2,24.3796194,24.674138,246,13.58,15.9,16.35,0.0062487,0.2945186,6,10,1,3.645284576,4.15608868635451,3.23991671702793
to,2,24.6888614,24.771971,247,16.35,13.58,13.27,0.002517,0.0831095999999931,7,10,0,4.141912826,4.8700041413816,3.21346578216264
see,2,24.7866944,24.963535,248,13.27,16.35,15.37,2.7044e-05,0.176840599999995,8,10,1,0.66195729,1.01301133056066,2.25667333307967
it,2,24.9782584,25.119182,249,15.37,13.27,10.04,0.0025089,0.140923599999994,9,10,0,2.653519621,2.25060880328616,1.78710829343697
pop,2,25.1339054,25.45442,250,10.04,15.37,12.59,0.001036,0.320514599999999,10,10,1,3.513570127,5.0095826263759,2.03360075317027
down,2,25.4691434,25.676948,251,12.59,10.04,16.18,0.0017896,0.207804599999996,11,10,0,6.053084497,4.84497037759556,7.20615231079551
a,2,25.6916714,25.784088,252,16.18,12.59,11.81,7.395e-05,0.0924165999999964,12,10,0,2.570285391,3.34764975240704,4.02414251546036
large,2,25.7988114,26.172787,253,11.81,16.18,8.66,0.00056377,0.373975599999998,13,10,1,2.264478656,2.33088917953741,4.46942170909812
rabbit,2,26.1875104,26.508025,254,8.66,11.81,10.16,0.0076346,0.320514600000003,14,10,1,0.515633001,0.829209000301269,3.64436768213897
hole,2,26.5227484,26.807345,255,10.16,8.66,12.43,1.3146e-06,0.284596599999997,15,10,1,0,0,0
under,2,26.8220684,27.086268,256,12.43,10.16,16.96,2.7121e-07,0.264199600000005,16,10,0,2.119439953,1.95353822007216,2.19122556233577
the,2,27.1009914,27.19449,257,16.96,12.43,6.68,4.8925e-07,0.0934986000000002,17,10,0,1.551038125,1.5659080835886,3.88257092757493
hedge,2,27.2092134,27.705304,258,6.68,16.96,15.9,3.4645e-06,0.496090599999999,18,10,1,0.824339779,0.892051250742331,3.26057902026627
In,2,28.6539054,28.840815,259,15.9,6.68,12.56,0.0071053,0.186909599999993,1,11,0,3.941534123,4.50092491242724,4.2449063953039
another,2,28.8555384,29.261767,260,12.56,15.9,10.68,0.0005125,0.406228599999992,2,11,1,1.922007801,1.48012798901122,2.91071760711651
moment,2,29.2764904,29.740678,261,10.68,12.56,12.59,7.8658e-05,0.464187600000002,3,11,1,0.824339779,0.901109978830163,4.89502489105254
down,2,29.8392114,30.159726,262,12.59,10.68,11.66,0.002936,0.320514599999992,4,11,0,4.355213829,4.23825994509348,3.22350013371343
went,2,30.1744494,30.339002,263,11.66,12.59,8.65,0.0051931,0.164552599999993,5,11,1,3.253831891,3.01566713859279,1.5560648752652
Alice,2,30.3537254,30.746393,264,8.65,11.66,12.93,0.0014751,0.392667599999999,6,11,1,2.791519158,4.16288954040027,4.21621421405279
after,2,30.7611164,31.169989,265,12.93,8.65,15.37,2.8572e-07,0.408872600000002,7,11,1,3.306298423,3.01909517627132,2.26588976198269
it,2,31.1847124,31.357005,266,15.37,12.93,12.62,0.0028263,0.172292600000002,8,11,0,1.881148085,2.13662389802812,2.66446196336781
never,2,31.7069664,31.967617,267,12.62,15.37,12.15,5.2523e-05,0.260650600000005,9,11,1,4.214430516,4.06012290784673,3.04870197620403
once,2,31.9823404,32.362867,268,12.15,12.62,10.29,0.0014084,0.380526599999996,10,11,1,2.570285391,2.16454147812413,3.60286397523859
considering,2,32.3775904,33.057141,269,10.29,12.15,13.52,0.0019528,0.679550599999999,11,11,1,5.14609847,6.3976135126642,3.70322317567084
how,2,33.1915924,33.451171,270,13.52,10.29,15.9,0.000237,0.259578600000005,12,11,0,7.013387471,6.64750215520432,5.42750270842505
in,2,33.4658944,33.571971,271,15.9,13.52,16.96,1.0768e-06,0.106076599999987,13,11,0,3.866524987,3.68778094605117,3.96299114121097
the,2,33.5866944,33.65578,272,16.96,15.9,12.6,6.9803e-07,0.069085599999994,14,11,0,0.643683363,1.36830759987158,3.17245247091026
world,2,33.6705034,34.062855,273,12.6,16.96,13.1,1.3144e-06,0.392351599999998,15,11,1,0.824339779,0.813222136875327,4.88318984928504
she,2,34.0775784,34.230474,274,13.1,12.6,14.56,0.014709,0.152895600000001,16,11,0,3.719363572,4.01713461622285,2.59831855121533
was,2,34.2451974,34.457957,275,14.56,13.1,16.35,0.0027114,0.212759599999991,17,11,0,1.107378018,1.2400333820936,1.79331401961741
to,2,34.4726804,34.55374,276,16.35,14.56,13.79,0.0059143,0.081059599999989,18,11,0,3.634986599,3.7296054961504,3.59853351947792
get,2,34.5684634,34.710466,277,13.79,16.35,13.9,0.021268,0.142002599999998,19,11,1,0.886672437,0.6956484928686,2.06798604484717
out,2,34.7251894,34.921245,278,13.9,13.79,12.43,0.0019262,0.196055600000001,20,11,0,3.573364832,4.86199125422728,6.4695590480153
again,2,34.9359684,35.403913,279,12.43,13.9,16.96,0.0038667,0.467944600000003,21,11,1,3.307251817,4.04633550358232,3.0568782763333
The,2,36.4990384,36.571974,280,16.96,12.43,8.66,0.01093,0.0729355999999939,1,12,0,3.243178468,3.24459169985836,3.28349480242814
rabbit,2,36.5866974,36.948297,281,8.66,16.96,10.16,0.0013607,0.361599599999998,2,12,1,1.968275616,1.52657249017376,4.73460231741246
hole,2,36.9630204,37.139862,282,10.16,8.66,11.66,0.0005993,0.176841599999996,3,12,1,0,0,0
went,2,37.1545854,37.294566,283,11.66,10.16,10.66,0.0013902,0.139980600000001,4,12,1,3.557386358,2.70358850116352,1.62217224514014
straight,2,37.3092894,37.670094,284,10.66,11.66,15.08,3.1187e-05,0.360804599999994,5,12,1,2.757775012,3.00113255608033,4.21812838963576
on,2,37.6848174,37.858229,285,15.08,10.66,13.87,0.0012281,0.173411599999994,6,12,0,3.319243977,2.61329992738483,3.45957444866738
like,2,37.8729524,38.035882,286,13.87,15.08,16.18,0.0073876,0.162929599999998,7,12,0,5.826462563,5.23569977815571,2.78625696048228
a,2,38.0506054,38.112317,287,16.18,13.87,8.92,0.0016081,0.0617116000000024,8,12,0,1.28155003,1.40514192524967,4.93608828804416
tunnel,2,38.1270404,38.516733,288,8.92,16.18,15.42,0.0016912,0.389692600000004,9,12,1,0.824339779,0.828601970503067,4.56558777772908
for,2,38.5314564,38.696325,289,15.42,8.92,13.86,4.4581e-07,0.164868599999998,10,12,0,1.877723178,1.99386027724816,2.10137678576704
some,2,38.7110484,38.995644,290,13.86,15.42,13.1,1.5536e-07,0.284595599999996,11,12,1,1.551038125,1.55026719718222,4.70618849883143
way,2,39.0103674,39.306937,291,13.1,13.86,16.19,4.179e-07,0.296569599999991,12,12,1,0.824339779,0.846113719652915,3.81664404263326
and,2,39.6090074,39.773876,292,16.19,13.1,13.47,0.00026253,0.164868599999998,13,12,0,3.148749339,2.81281542732946,8.77251718898568
then,2,39.7885994,39.989386,293,13.47,16.19,6.79,0.0047297,0.200786599999994,14,12,0,3.387104324,3.30032840846287,3.67702032115445
dipped,2,40.0041094,40.240814,294,6.79,13.47,9.96,0.014125,0.236704600000003,15,12,1,3.1057802,2.90160027841697,2.07964987427834
suddenly,2,40.2555374,40.827481,295,9.96,6.79,12.59,0.00014843,0.57194359999999,16,12,1,4.054546117,3.1552244742851,3.86658779980937
down,2,40.8422044,41.246529,296,12.59,9.96,14.05,0.016401,0.404324599999995,17,12,0,9.506261971,6.4096442956325,6.54935850649138
so,2,41.4528164,41.783817,297,14.05,12.59,9.96,0.014058,0.331000599999996,18,12,0,1.059176842,2.16791249727634,2.50318705512758
suddenly,2,41.7985404,42.467753,298,9.96,14.05,15.48,0.0012168,0.669212600000002,19,12,1,4.616151281,5.23772501140593,3.36488084608949
that,2,42.7219324,42.83208,299,15.48,9.96,8.65,0.0063021,0.110147599999991,20,12,0,3.569112764,4.06414213084411,4.77504615118498
Alice,2,42.8468034,43.245984,300,8.65,15.48,13.53,0.00061253,0.399180599999994,21,12,1,2.782802419,2.27875586970403,3.70742712569664
had,2,43.2607074,43.429059,301,13.53,8.65,14.77,0.015707,0.168351599999994,22,12,0,2.142999068,1.84912249762562,1.85483643605726
not,2,43.4437824,43.604378,302,14.77,13.53,16.18,1.2924e-05,0.160595599999994,23,12,0,2.188017837,3.00757286859843,3.84916429273933
a,2,43.6191014,43.653059,303,16.18,14.77,10.68,0.0069789,0.0339576000000008,24,12,0,4.126598737,4.1157995322579,4.26803194570825
moment,2,43.6677824,44.191835,304,10.68,16.18,16.35,0.0030938,0.524052599999997,25,12,1,1.110377719,1.33848464284199,4.36164490817915
to,2,44.2065584,44.275644,305,16.35,10.68,13.39,0.010055,0.0690856000000011,26,12,0,5.33318946,5.20802813892126,3.07771672095138
think,2,44.2903674,44.540091,306,13.39,16.35,14.08,0.0095879,0.249723600000003,27,12,1,0.66195729,0.803178179024104,2.29770321779118
about,2,44.5548144,44.826877,307,14.08,13.39,8.88,0.00014451,0.272062599999998,28,12,0,2.695339374,2.70753626758431,3.16369096001182
stopping,2,44.8416004,45.328672,308,8.88,14.08,9.88,0.00084285,0.4870716,29,12,1,5.368069705,5.18797061069415,3.50495968098444
herself,2,45.3433954,45.820134,309,9.88,8.88,12.75,0.0094307,0.476738599999997,30,12,0,2.875912741,3.15988541574732,2.14064469413601
before,2,45.8588034,46.179318,310,12.75,9.88,13.1,6.3777e-05,0.320514599999996,31,12,1,3.197840793,3.71176477356928,2.26154266304271
she,2,46.1940414,46.406801,311,13.1,12.75,12.21,0.0012011,0.212759599999998,32,12,0,2.013829215,1.93666875552319,2.25855155163371
found,2,46.4215244,46.658229,312,12.21,13.1,9.88,6.5962e-07,0.236704599999989,33,12,1,1.219911654,1.63722881653169,1.79854859342052
herself,2,46.6729524,47.029386,313,9.88,12.21,9.5,5.6424e-06,0.356433600000003,34,12,0,3.521044465,4.221098692535,2.04430677553467
falling,2,47.1039734,47.448433,314,9.5,9.88,12.59,0.0039779,0.344459599999993,35,12,1,5.226987419,6.77951035442876,3.41153412227221
down,2,47.4631564,47.655332,315,12.59,9.5,14.1,0.0012635,0.192175599999999,36,12,0,2.182593129,4.60930766448393,6.70479449527
a,2,47.6700554,47.747753,320,16.18,14.95,13.28,0.0010576,0.0776976000000005,37,12,0,3.194087014,3.40615007506194,4.46745158326626
very,2,47.7624764,48.178774,321,13.28,16.18,10.66,0.017534,0.416297600000007,38,12,1,6.644155163,6.03543013994612,3.23781665538572
deep,2,48.1934974,48.514012,322,10.66,13.28,13.22,0.0015884,0.320514599999996,39,12,1,0.802896733,2.95471662921558,5.41407172682411
well,2,48.5287354,48.873195,323,13.22,10.66,12.17,0.010318,0.344459599999993,40,12,1,2.856496071,1.61031914274625,3.98904424863573
Either,2,50.2168984,50.549386,324,12.17,13.22,16.96,0.015348,0.332487599999986,1,13,0,3.955187248,4.63166942513214,8.0290676831335
the,2,50.5641094,50.681087,325,16.96,12.17,13.22,0.00035284,0.116977600000006,2,13,0,2.715689505,3.06723549726095,3.91779567702763
well,2,50.6958104,50.980406,326,13.22,16.96,14.56,0.011229,0.284595600000003,3,13,1,1.559439281,1.38668886054054,4.52424936228608
was,2,50.9951294,51.159998,327,14.56,13.22,13.28,0.00015194,0.164868599999984,4,13,0,3.557386358,2.9559139123017,1.61685814883548
very,2,51.1747214,51.519182,328,13.28,14.56,10.66,0.00098233,0.344460599999984,5,13,1,2.757775012,3.07777693701672,4.37470035208927
deep,2,51.5339054,51.890338,329,10.66,13.28,14.78,0.0021282,0.356432599999998,6,13,1,2.404132513,3.37216473923289,4.97723387881315
or,2,52.1325444,52.172721,330,14.78,10.66,13.1,0.001793,0.0401766000000094,7,13,0,3.085978186,4.14257527203323,8.88125316660252
she,2,52.1874444,52.429114,331,13.1,14.78,9.73,0.00064553,0.241669599999987,8,13,0,2.212948907,2.12200289426865,2.28988837312108
fell,2,52.4438374,52.644567,332,9.73,13.1,13.28,6.9672e-07,0.20072960000001,9,13,1,0.980686324,1.29634462521765,1.45880101137603
very,2,52.6592904,52.929869,333,13.28,9.73,10.09,2.3697e-06,0.270578600000007,10,13,1,2.449772483,2.27897620207829,3.80312055849982
slowly,2,52.9445924,53.638365,334,10.09,13.28,15.42,0.015133,0.69377260000001,11,13,1,2.471248748,2.65379190128569,3.27454063796395
for,2,54.0841094,54.217301,335,15.42,10.09,13.1,4.9544e-07,0.133191600000004,12,13,0,1.917284019,2.65422631353064,3.65912025206532
she,2,54.2320244,54.380678,336,13.1,15.42,13.53,0.022243,0.148653600000003,13,13,0,1.66344885,1.82975510197424,1.50665320358444
had,2,54.3954014,54.584216,337,13.53,13.1,10.03,0.020147,0.188814599999986,14,13,1,1.219911654,1.55194758188748,1.3692079421522
plenty,2,54.5989394,55.135699,338,10.03,13.53,16.21,1.3516e-05,0.536759600000003,15,13,1,2.449772483,2.46826244956098,3.76805015601959
of,2,55.1504224,55.29061,339,16.21,10.03,13.58,8.3953e-05,0.140187600000004,16,13,0,3.319243977,2.7082170120388,3.34326648648664
time,2,55.3053334,55.613685,340,13.58,16.21,14.79,5.2566e-05,0.308351599999988,17,13,1,3.645284576,4.14851279089687,3.31884967281983
as,2,55.6284084,55.745576,341,14.79,13.58,13.1,0.0093939,0.117167599999988,18,13,0,2.279427332,1.91354599935905,2.33483700920076
she,2,55.7602994,55.925168,342,13.1,14.79,11.66,0.0030281,0.164868599999998,19,13,0,2.421403217,2.24284071973945,2.70849024213798
went,2,55.9398914,56.164624,343,11.66,13.1,12.59,0.00022773,0.224732599999989,20,13,1,1.219911654,1.54480367153057,1.63391420742351
down,2,56.1793474,56.655508,344,12.59,11.66,16.35,0.0016891,0.476160599999986,21,13,0,3.917915214,4.11229107417232,6.49549522435121
to,2,56.8617964,56.978774,345,16.35,12.59,12.44,0.00086606,0.116977599999998,22,13,0,4.535428428,3.75843000696918,3.35369716645186
look,2,56.9934974,57.230202,346,12.44,16.35,14.08,0.0017635,0.236704600000003,23,13,1,2.63111986,0.928747264570018,2.06034072231801
about,2,57.2449254,57.600907,347,14.08,12.44,13.3,3.4027e-07,0.355981599999993,24,13,0,2.695339374,2.52820780119422,3.84846616114791
her,2,57.6156304,57.86476,348,13.3,14.08,16.19,1.2992e-07,0.249129600000003,25,13,0,1.897106628,2.07288986058742,1.73833022834708
and,2,57.8794834,57.996461,349,16.19,13.3,16.35,6.6348e-07,0.116977599999998,26,13,0,3.973424633,4.27326307118188,8.59693811244609
to,2,58.0111844,58.151352,350,16.35,16.19,10.86,3.5081e-07,0.140167599999991,27,13,0,7.307112353,5.62716947237066,4.2121822534449
wonder,2,58.1660754,58.500907,351,10.86,16.35,14.1,3.9632e-07,0.334831600000001,28,13,1,0.668019808,0.459247001552373,2.22833710101006
what,2,58.5156304,58.666937,352,14.1,10.86,14.56,2.9627e-06,0.151306600000005,29,13,0,6.197854124,7.10639113471265,5.0586630247219
was,2,58.6816604,58.846529,353,14.56,14.1,12.63,0.019253,0.164868599999991,30,13,0,2.368086271,3.58794318487595,2.35669670171122
going,2,58.8612524,59.133876,354,12.63,14.56,16.35,0.016235,0.272623600000003,31,13,0,2.065574889,4.22656344790628,4.07623511540775
to,2,59.1485994,59.236435,355,16.35,12.63,11.1,0.013708,0.087835599999984,32,13,0,2.537494638,3.78713875270389,4.98665334667681
happen,2,59.2511584,59.672651,356,11.1,16.35,12.14,0.0011269,0.421492599999986,33,13,1,1.023137244,1.04502014857179,2.23903885352604
